07일 오후 06:03에 씀 350바트 13,279원  
07일 오후 06:03에 씀 250바트 9,485원  
07일 오후 06:03에 씀 3,580바트 135,825원  
10일 오후 06:04에 씀 350바트 13,279원  
10일 오후 06:04에 씀 250바트 9,485원  
11일 오후 06:04에 씀 250바트 9,485원  
11일 오후 06:04에 씀 30바트 1,138원
